    0.0000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    3.2761E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    6.5521E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    9.8282E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.3104E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.6380E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
    1.9656E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    2.2932E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    2.6208E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    2.9485E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    3.2761E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    3.6037E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    3.9313E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    4.2589E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    4.5865E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    4.9141E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    5.2417E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    5.5693E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    5.8969E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    6.2245E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    6.5521E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    6.8797E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    7.2073E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    7.5349E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    7.8625E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    8.1902E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    8.5178E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
    8.8454E-01 -6.00666E-02 -3.07380E-04  0.00000E+00  0.00000E+00
